frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,2.326383386402603,7.040616127223178,0.9537037037037037,False,False,False,False
1,2.329502169114378,7.0443938517373725,0.9537037037037037,False,False,False,False
2,2.307263859998455,7.042024746076295,0.9777777777777777,False,False,False,False
3,2.3021385446531863,7.040553970285275,0.9801980198019802,False,False,False,False
4,2.2826271412335433,7.044970124363346,0.9591836734693877,False,False,False,False
5,2.3532681025707625,7.0386642928286935,0.9387755102040817,False,False,False,False
6,2.290467323753725,7.040808230127336,1.0,False,False,False,False
7,2.352440905861075,7.040713334153059,0.9903846153846154,False,False,False,False
8,2.3481705438648373,7.040813640989363,0.9468085106382979,False,False,False,False
9,2.3166673653384473,7.036556321538983,0.968421052631579,False,False,False,False
10,2.317775521366816,7.037999968674962,0.9912280701754386,False,False,False,False
11,2.274264551416081,7.041392479497558,0.9285714285714286,False,False,False,False
12,2.3124643615114353,7.037397020832992,0.9903846153846154,False,False,False,False
13,2.3422143666862434,7.038412589955895,0.989010989010989,False,False,False,False
14,2.3405837293980656,7.039524176748428,0.968421052631579,False,False,False,False
15,2.340057382335265,7.040750875959018,0.9901960784313726,False,False,False,False
16,2.2839490130673834,7.042453219289201,0.9607843137254902,False,False,False,False
17,2.337575897370204,7.039968711016506,0.9574468085106383,False,False,False,False
18,2.3241394099012362,7.036029529813721,0.9719626168224299,False,False,False,False
19,2.3423449461510746,7.041744623442153,0.9803921568627451,False,False,False,False
20,2.346848731802494,7.040144369169479,0.9333333333333333,False,False,False,False
21,2.3290706048589307,7.044880548802115,0.9895833333333334,False,False,False,False
22,2.32952578499558,7.0404447777771315,0.98989898989899,False,False,False,False
23,2.3255681076375057,7.034318616142815,0.9813084112149533,False,False,False,False
24,2.3236844077946777,7.042450613281047,1.0,False,False,False,False
25,2.372977527141658,7.037921151896051,0.9761904761904762,False,False,False,False
26,2.320292618631254,7.041493176426695,0.9696969696969697,False,False,False,False
27,2.350473978955251,7.036949697582534,0.9495798319327731,False,False,False,False
28,2.3623709754524347,7.038046946176389,0.9894736842105263,False,False,False,False
29,2.35515208310154,7.036749552561618,0.9662921348314607,False,False,False,False
30,2.384245092140612,7.036814914885738,1.0,False,False,False,False
31,2.372914144669769,7.0410509787229945,1.0,False,False,False,False
32,2.360768005115029,7.036596603391924,1.0,False,False,False,False
33,2.3520215120127386,7.038619674909045,1.0,False,False,False,False
34,2.347751075020189,7.039166871548016,1.0,False,False,False,False
35,2.3834416611481157,7.0365417539261745,1.0,False,False,False,False
36,2.3490610575421162,7.039812570010625,1.0,False,False,False,False
37,2.414909303467879,7.03834507711482,1.0,False,False,False,False
