frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,4.838945236230567,6.555306582322121,0.6842105263157895,False,False,False,False
1,4.319026018139378,6.730853100845521,0.6842105263157895,False,False,False,False
2,4.783786738388106,6.7480672809249445,0.8549618320610687,False,False,False,False
3,4.718500435565923,6.754198769666179,0.9444444444444444,False,False,False,False
4,4.763638008996321,6.8606859942504,0.82,False,False,False,False
5,4.396822216468019,6.836909853788047,0.9245283018867925,False,False,False,False
6,4.478948895405877,6.8564303287875585,0.9682539682539683,False,False,False,False
7,4.3570235120722725,7.10565596352155,0.8562091503267973,False,False,False,False
8,4.451236771040937,7.010658075053606,0.9242424242424242,False,False,False,False
9,4.769138811154366,7.065924447932566,0.896969696969697,False,False,False,False
10,4.682594835576062,7.196907791944772,0.8910891089108911,False,False,False,False
11,5.174806255452339,7.25130309889426,0.92,False,False,False,False
12,4.919448232488103,7.218076799009344,0.8888888888888888,False,False,False,False
13,4.739214416874126,7.338508656540036,0.8758620689655172,False,False,False,False
14,4.580621105752918,7.359014361276437,0.8076923076923077,False,False,False,False
15,3.8517429099246225,7.3904625661372325,0.7647058823529411,False,False,False,False
16,3.7355893032987595,7.363119484830955,0.8372093023255814,False,False,False,False
17,3.3906011633276507,7.370758688883642,0.6956521739130435,False,False,False,False
18,3.4461040068765305,7.3229903205543145,0.6842105263157895,False,False,False,False
19,4.063535689416762,7.261436900855768,0.918918918918919,False,False,False,False
20,3.755176671168641,7.255432730792877,0.6666666666666666,False,False,False,False
21,4.389547774781313,7.264563868053119,0.8372093023255814,False,False,False,False
22,4.208151193355949,7.17080044221029,0.9411764705882353,False,False,False,False
23,4.203936135532141,7.157715840432144,0.8823529411764706,False,False,False,False
24,4.17123721468328,7.18172293004768,1.0,False,False,False,False
25,4.596665570509422,7.187068281555651,0.9230769230769231,False,False,False,False
26,4.5882198384932105,7.237160054187285,1.0,False,False,False,False
27,4.907769751763968,7.276527799804384,0.7291666666666666,False,False,False,False
28,3.250269103307136,7.244196455307052,0.7241379310344828,False,False,False,False
29,2.9580432541154145,7.2235260584308945,0.6923076923076923,False,False,False,False
30,3.0083665323397386,7.172020890225202,0.6666666666666666,False,False,False,False
31,2.838225028040626,7.196851527924469,0.76,False,False,False,False
32,2.842403960683012,7.172352873325375,0.7989130434782609,False,False,False,False
33,2.725948819512867,7.1886592456653435,0.8947368421052632,False,False,False,False
34,2.714419986379096,7.187627999581673,0.9615384615384616,False,False,False,False
35,2.7460501876686654,7.201617979604548,0.837037037037037,False,False,False,False
36,2.7146221090047074,7.177964684252455,0.8181818181818182,False,False,False,False
37,2.575089271333414,7.164487177406759,0.8771929824561403,False,False,False,False
38,2.6760028190376786,7.161012523572676,0.9635036496350365,False,False,False,False
39,3.007752961809605,7.188213946395665,0.9801980198019802,False,False,False,False
40,3.343401406554486,7.194705930059468,0.875,False,False,False,False
41,3.1210737434024503,7.209723206796809,0.9117647058823529,False,False,False,False
42,3.3644641707099163,7.184748219788351,0.8557692307692307,False,False,False,False
43,3.2230478587486124,7.173845509682742,0.9545454545454546,False,False,False,False
44,3.0024655997813654,7.16032241620311,0.9056603773584906,False,False,False,False
45,3.54486834328113,7.136454745549178,0.97,False,False,False,False
46,3.0367195392844923,7.1357101285168385,0.7894736842105263,False,False,False,False
47,3.6214063591876133,7.1003117444197175,0.9666666666666667,False,False,False,False
48,3.7378577698238025,7.158854755819305,1.0,False,False,False,False
49,3.5324488259897415,7.165904106238525,1.0,False,False,False,False
50,3.792256362713029,7.179618377925551,0.9583333333333334,False,False,False,False
51,3.986029174288548,7.188664012523083,1.0,False,False,False,False
52,3.4283575858924986,7.190737222210398,1.0,False,False,False,False
53,3.424541888143494,7.210029837993599,0.9772727272727273,False,False,False,False
54,3.3999963486507476,7.202616265366089,0.9428571428571428,False,False,False,False
55,3.431542067425279,7.214921594626947,0.875,False,False,False,False
56,3.4935602384895392,7.1944536942999875,1.0,False,False,False,False
57,3.897444009369475,7.200599718369838,0.9615384615384616,False,False,False,False
58,4.110407682656736,7.193239774454087,0.9285714285714286,False,False,False,False
59,1.3085858333310627,7.213259574316031,0.5416666666666666,True,True,False,False
60,1.31628355973052,7.217382348006711,0.57,True,True,False,False
61,1.3655569253027289,7.230429357328573,0.49,True,True,False,False
62,1.3497973617449845,7.235640718925284,0.52,True,True,False,False
63,1.3101570325179075,7.201033166867385,0.495,True,True,False,False
64,1.320846788244943,7.198729556860833,0.445,True,True,False,False
65,1.3328465349521366,7.1837954260488885,0.385,True,True,False,False
66,1.3592285605695316,7.185709492666078,0.425,True,True,False,False
67,1.387545909258522,7.166942000731742,0.375,True,True,False,False
68,1.3712362189177143,7.195113821077502,0.34,True,True,False,False
69,1.3925880182477963,7.2639487644656935,0.35,True,True,False,False
70,1.394887442993455,7.31504443018261,0.37,True,True,False,False
71,1.3829312300005825,7.228466367865073,0.42,True,True,False,False
72,1.3544674508719097,7.221439153952657,0.31,True,True,False,False
73,1.3709077340854101,7.242139528479172,0.39,True,True,False,False
74,1.38062388042536,7.234150114927819,0.41,True,True,False,False
75,1.3566916632919959,7.165054646803236,0.39,True,True,False,False
76,1.3339032345668425,7.152799399264561,0.42,True,True,False,False
77,1.3331631408103652,7.150426857250406,0.44,True,True,False,False
78,1.328124995990172,7.1700031097168315,0.4,True,True,False,False
79,1.3351340754608212,7.142025648156323,0.37,True,True,False,False
80,1.3682798091886523,7.15023123994553,0.4,True,True,False,False
81,1.3609422386516699,7.171701229129336,0.325,True,True,False,False
82,1.3728707432484406,7.215086407016173,0.375,True,True,False,False
83,1.3945826910792043,7.2667525492843374,0.35,True,True,False,False
84,1.4090401635189107,7.342579500244716,0.335,True,True,False,False
85,1.373341721010435,7.322917968815675,0.395,True,True,False,False
86,1.3325971971046602,7.308427159168691,0.36,True,True,False,False
87,1.3241039761331796,7.289433339204435,0.42,True,True,False,False
88,1.3374137164833078,7.307282807508284,0.485,True,True,False,False
