frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,11.210699676106955,5.665447442217393,1.0,False,False,False,False
1,10.077126968818964,5.660669268593599,1.0,False,False,False,False
2,10.094960378570093,5.665184891879876,1.0,False,False,False,False
3,7.871235736485298,5.677063219475362,0.35,False,False,False,False
4,9.401963263057185,5.677582394864134,1.0,False,False,False,False
5,9.840152205867431,5.658154920495325,1.0,False,False,False,False
6,9.899204969023598,5.671638763654865,1.0,False,False,False,False
7,9.233717027095258,5.642924025145942,1.0,False,False,False,False
8,11.097584391112262,5.64604401787097,1.0,False,False,False,False
9,10.361227007165851,5.617173523084558,1.0,False,False,False,False
10,10.655600406883648,5.579618301873182,1.0,False,False,False,False
11,9.613320431014849,5.573137914894236,0.95,False,False,False,False
12,8.991573191473579,5.557153755407609,1.0,False,False,False,False
13,9.764425505465441,5.552931963670555,1.0,False,False,False,False
14,10.08368511062916,5.553376157042148,1.0,False,False,False,False
15,9.663302340328714,5.560225748491812,1.0,False,False,False,False
16,11.230531858785476,5.563342799485789,1.0,False,False,False,False
17,10.94852200179354,5.582958522538843,1.0,False,False,False,False
18,10.821495523007519,5.556320575229618,1.0,False,False,False,False
19,10.540245615358863,5.571244368328431,1.0,False,False,False,False
20,12.69713657331091,5.565274820141823,1.0,False,False,False,False
21,12.120598306696209,5.589385710453922,1.0,False,False,False,False
22,12.347493141229535,5.59152524029799,1.0,False,False,False,False
23,12.828528958689501,5.632894661269343,1.0,False,False,False,False
24,12.482898723337948,5.58492901793175,0.9642857142857143,False,False,False,False
25,10.716418538327376,5.600409232139547,0.9333333333333333,False,False,False,False
26,10.857759728058928,5.600182130398202,1.0,False,False,False,False
27,9.700824783282012,5.599331447283155,1.0,False,False,False,False
28,10.742852059736197,5.705734306030021,1.0,False,False,False,False
29,10.373103524078092,5.69687478094284,1.0,False,False,False,False
30,10.109948460503956,5.719618645276875,1.0,False,False,False,False
31,9.771430550062465,5.708310160395158,1.0,False,False,False,False
32,10.135018968540207,5.748160789131428,0.9814814814814815,False,False,False,False
33,9.60327138337746,5.735354896998449,0.8625954198473282,False,False,False,False
34,9.502576276669219,5.71927477854298,0.8771929824561403,False,False,False,False
35,9.892023764042337,5.700722502189692,0.9782608695652174,False,False,False,False
36,9.359190431633268,5.68154672167767,0.8571428571428571,False,False,False,False
37,7.5070917669611825,5.635383229730447,0.8888888888888888,False,False,False,False
38,7.037701026103723,5.600251794911953,0.8524590163934426,False,False,False,False
39,7.154779174573622,5.610515481540299,1.0,False,False,False,False
40,8.215383274453599,5.695107079596866,1.0,False,False,False,False
41,7.484718295147181,5.736094529571129,1.0,False,False,False,False
42,7.735794978522215,5.6985934224987,1.0,False,False,False,False
43,7.328266402005898,5.678508599420384,0.9523809523809523,False,False,False,False
44,7.591066040202338,5.643895219585939,0.8571428571428571,False,False,False,False
45,6.227487937132087,5.625779431314154,1.0,False,False,False,False
46,5.74489136677605,5.62349931312052,0.8461538461538461,False,False,False,False
47,4.9573913443210165,5.574694739695516,0.875,False,False,False,False
48,5.683530197470685,5.561977803158466,1.0,False,False,False,False
49,6.053800500952507,5.62915030965499,1.0,False,False,False,False
50,6.072738267529747,5.644136798301182,1.0,False,False,False,False
51,6.1971536725483105,5.663037349220881,1.0,False,False,False,False
52,5.888519222294267,5.59952843034544,1.0,False,False,False,False
53,5.569718501893907,5.600842851309785,1.0,False,False,False,False
54,5.4025613181849375,5.57220859941193,1.0,False,False,False,False
55,4.963505651379591,5.620454672760482,1.0,False,False,False,False
56,4.921284811966555,5.615019690712555,1.0,False,False,False,False
57,4.965658650133969,5.602812476267672,1.0,False,False,False,False
58,5.732609503867847,5.5895756910511025,1.0,False,False,False,False
59,0.8585399226315089,5.545485373242917,0.75,True,True,False,False
60,0.8458831999630252,5.537929927290684,0.24,True,True,False,False
61,0.8237359070633767,5.544252937101673,0.285,True,True,False,False
62,0.8206053688050404,5.5572921357713865,0.235,True,True,False,False
63,0.8250696539554441,5.552780893275832,0.285,True,True,False,False
