frame_idx,timestamp_ns,blur,illumination,occlusion,blur_z,blur_fault,illumination_z,illumination_fault,occlusion_z,occlusion_fault,any_fault
0,1581346878181760512,12.221345637198917,7.253562240270829,0.945,2.26649986869412,False,1.2329962145596445,False,-1.2547609969134779,False,False
1,1581346878248516608,12.470731007698308,7.24248333430233,0.945,2.2882039726713197,False,1.2248065259525378,False,-1.2547609969134779,False,False
2,1581346878315400192,12.582025901328207,7.239790751458836,0.916083916083916,2.3130828825257685,False,1.2170833474841105,False,-1.6056463052483423,False,False
3,1581346878382145536,12.222984705964675,7.246778827838963,0.957983193277311,2.299250627156539,False,1.2168428103667814,False,-1.3428347674013088,False,False
4,1581346878448886272,13.468487934128726,7.263648741691524,0.915,2.397964669715034,False,1.2291449203400322,False,-1.6804508400654996,False,False
5,1581346878515655424,13.222778697862855,7.292039498570469,0.9215686274509803,2.44568033089419,False,1.258743258191837,False,-1.8370743796385895,False,False
6,1581346878582395648,12.529958932102382,7.3046257605970615,0.9428571428571428,2.4187849250777114,False,1.2887660428413132,False,-1.688383093664671,False,False
7,1581346878649134336,12.469797834919081,7.308225485736951,0.9274193548387096,2.394722297756695,False,1.3124429613334048,False,-1.771630680850869,False,False
8,1581346878716037120,11.972228185572433,7.318427160549595,0.9285714285714286,2.334574782142487,False,1.3365580308415792,False,-1.8159240301373292,False,False
9,1581346878782767872,12.299589968172453,7.33373920192401,0.9137931034482759,2.3209619420960306,False,1.364757463433328,False,-2.0262585390765397,False,False
10,1581346878849509632,11.564466976182848,7.338733182960474,1.0,2.2474549194970765,False,1.3881886897449165,False,-1.1274059027749694,False,False
11,1581346878916270848,12.10611765929973,7.337681254944507,1.0,2.2431400693606887,False,1.4038129476569539,False,-0.49820905736386506,False,False
12,1581346878983063808,13.092067893986734,7.336667361385304,0.9727891156462585,2.325927299496562,False,1.4140004433135487,False,-0.3879646477171742,False,False
13,1581346879049887488,12.790095446553533,7.345971785664276,1.0,2.3575975832380713,False,1.4280096561779072,False,0.01939982117658895,False,False
14,1581346879116643584,12.979863201584747,7.349683861490389,0.9757575757575757,2.396282342005944,False,1.440560125683562,False,0.010382663494715234,False,False
15,1581346879183383296,13.461380299025613,7.36131648972329,1.0,2.465268289913831,False,1.457944462504983,False,0.29824293902490845,False,False
16,1581346879250138880,12.94011603975131,7.360857378403109,0.9943820224719101,2.468192626014356,False,1.4697741165071778,False,0.4315731836169189,False,False
17,1581346879316883200,13.960608644227293,7.346808830222665,0.9777777777777777,2.5590535221425514,False,1.4676699829388538,False,0.32341837436190884,False,False
18,1581346879383758336,12.480158686285575,7.317639379307051,0.9210526315789473,2.493812024550923,False,1.4446346066003621,False,-0.4406273365536857,False,False
