frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,12.221345637198917,7.253562240270829,0.945,False,False,False,False
1,12.470731007698308,7.24248333430233,0.945,False,False,False,False
2,12.582025901328207,7.239790751458836,0.916083916083916,False,False,False,False
3,12.222984705964675,7.246778827838963,0.957983193277311,False,False,False,False
4,13.468487934128726,7.263648741691524,0.915,False,False,False,False
5,13.222778697862855,7.292039498570469,0.9215686274509803,False,False,False,False
6,12.529958932102382,7.3046257605970615,0.9428571428571428,False,False,False,False
7,12.469797834919081,7.308225485736951,0.9274193548387096,False,False,False,False
8,11.972228185572433,7.318427160549595,0.9285714285714286,False,False,False,False
9,12.299589968172453,7.33373920192401,0.9137931034482759,False,False,False,False
10,11.564466976182848,7.338733182960474,1.0,False,False,False,False
11,12.10611765929973,7.337681254944507,1.0,False,False,False,False
12,13.092067893986734,7.336667361385304,0.9727891156462585,False,False,False,False
13,12.790095446553533,7.345971785664276,1.0,False,False,False,False
14,12.979863201584747,7.349683861490389,0.9757575757575757,False,False,False,False
15,13.461380299025613,7.36131648972329,1.0,False,False,False,False
16,12.94011603975131,7.360857378403109,0.9943820224719101,False,False,False,False
17,13.960608644227293,7.346808830222665,0.9777777777777777,False,False,False,False
18,12.480158686285575,7.317639379307051,0.9210526315789473,False,False,False,False
19,13.612436319121734,7.288130971229281,0.9530201342281879,False,False,False,False
20,14.177375111465196,7.284438980137513,0.9117647058823529,False,False,False,False
21,12.687564038188388,7.306289399957483,0.8715083798882681,False,False,False,False
22,12.962515295948888,7.311491049619331,0.895,False,False,False,False
23,14.261415420916778,7.283754845656931,0.925,False,False,False,False
24,16.29430413092825,7.250595190739448,0.905,False,False,False,False
25,18.435272600706565,7.262841670788033,0.875,False,False,False,False
26,18.551291141465427,7.25523702377761,0.965,False,False,False,False
27,18.27248548441311,7.270618653491059,0.88,False,False,False,False
28,16.83338937003553,7.2795905894298585,0.905,False,False,False,False
29,15.348518619619643,7.279666926197807,0.86,False,False,False,False
