frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,32.27926653399527,7.044299211645127,1.0,False,False,False,False
1,32.68622128655433,7.045994419753866,1.0,False,False,False,False
2,32.864566491993656,7.046073579079346,1.0,False,False,False,False
3,32.60896290291061,7.043479683694541,1.0,False,False,False,False
4,33.12209849267741,7.047128109415486,1.0,False,False,False,False
5,32.55200790770371,7.042355839561855,1.0,False,False,False,False
6,32.7040786816547,7.0459852197945345,1.0,False,False,False,False
7,32.71237400966412,7.042629865689559,1.0,False,False,False,False
8,32.434591028257536,7.04879989467924,1.0,False,False,False,False
9,32.58416329151436,7.0425089946379265,1.0,False,False,False,False
10,32.729161154766686,7.047269213120871,1.0,False,False,False,False
11,32.35835761041949,7.0438049287423405,1.0,False,False,False,False
12,32.55075293203174,7.046681644641696,1.0,False,False,False,False
13,32.69334502117896,7.045586671393395,1.0,False,False,False,False
14,32.969021913930185,7.043758689685776,1.0,False,False,False,False
15,33.01737728999903,7.046513790207614,1.0,False,False,False,False
16,32.67993257911268,7.045195234219854,1.0,False,False,False,False
17,32.63984442333468,7.042989385339126,1.0,False,False,False,False
18,32.38971362069786,7.045903944633109,1.0,False,False,False,False
19,32.560060609189726,7.042218702582484,1.0,False,False,False,False
20,32.42099588308367,7.047562987254693,1.0,False,False,False,False
21,32.620027793149454,7.0416778325450515,1.0,False,False,False,False
22,32.520218355290964,7.044908299028532,1.0,False,False,False,False
23,32.497620953449506,7.0391444870115905,1.0,False,False,False,False
24,33.01121921477652,7.03995313394161,1.0,False,False,False,False
25,32.6926169201441,7.038662102325774,1.0,False,False,False,False
26,32.67258324222139,7.040090925399593,1.0,False,False,False,False
27,32.97030500947552,7.039951979032603,1.0,False,False,False,False
28,32.93997214344452,7.037634906868667,1.0,False,False,False,False
29,33.03271717331902,7.041245198348789,1.0,False,False,False,False
30,33.149472542268136,7.04043545135099,1.0,False,False,False,False
31,32.56248695952289,7.038566167033659,1.0,False,False,False,False
32,33.09284610002929,7.041479843317696,1.0,False,False,False,False
33,32.73034907880197,7.041402681994901,1.0,False,False,False,False
34,33.196392691473186,7.041110036477276,1.0,False,False,False,False
35,33.0335292540741,7.042545697964468,1.0,False,False,False,False
36,32.632313418717224,7.041338717254414,1.0,False,False,False,False
37,32.98773080488986,7.039382744223888,1.0,False,False,False,False
38,32.88949630423927,7.039148152282397,1.0,False,False,False,False
