frame_idx,blur,illumination,occlusion,gt_fault,gt_blur,gt_illumination,gt_occlusion
0,31.499320915351554,7.0911486867028515,1.0,False,False,False,False
1,31.111564443954524,7.089850571509515,1.0,False,False,False,False
2,31.253900722389634,7.089839166729147,1.0,False,False,False,False
3,31.424725483108844,7.092949824499408,1.0,False,False,False,False
4,31.435438965253628,7.090179447195611,1.0,False,False,False,False
5,31.471421093638426,7.091495580473776,1.0,False,False,False,False
6,31.39571498750872,7.092337441625887,1.0,False,False,False,False
7,31.2856549903221,7.09473064577091,1.0,False,False,False,False
8,31.585364812312047,7.091325394315569,1.0,False,False,False,False
9,31.547497537742647,7.091691353447574,1.0,False,False,False,False
10,31.553235997448535,7.089299646615711,1.0,False,False,False,False
11,31.481256084822935,7.08419214989902,1.0,False,False,False,False
12,31.314358150660713,7.087840776112844,1.0,False,False,False,False
13,31.669656652705005,7.089617552577807,1.0,False,False,False,False
14,31.18990783420117,7.0891547021862475,1.0,False,False,False,False
15,31.281706108897364,7.08567917594282,1.0,False,False,False,False
16,31.63657054651155,7.089800782494456,1.0,False,False,False,False
17,31.43221931734253,7.089646208032659,1.0,False,False,False,False
18,31.715701680599235,7.089493901019476,1.0,False,False,False,False
19,31.74173794226855,7.091610293903243,1.0,False,False,False,False
20,31.676448465307352,7.089543467514218,1.0,False,False,False,False
21,31.628535609330477,7.090807515572345,1.0,False,False,False,False
22,31.275828266243554,7.089645852368459,1.0,False,False,False,False
23,31.534834351779864,7.089251839981424,1.0,False,False,False,False
24,31.33350757683189,7.089093186037077,1.0,False,False,False,False
25,31.325916708037564,7.088215516601099,1.0,False,False,False,False
26,31.449890632684333,7.090336179826597,1.0,False,False,False,False
27,31.481997189056035,7.08722290590737,1.0,False,False,False,False
28,31.403472288343657,7.08526125386365,1.0,False,False,False,False
29,31.460464660095877,7.090302643574963,1.0,False,False,False,False
30,31.190313214030045,7.089770668978062,1.0,False,False,False,False
31,31.142767020409572,7.087115687418649,1.0,False,False,False,False
32,31.155075398868405,7.088842934171387,0.995,False,False,False,False
33,31.250713393722435,7.091395966187313,1.0,False,False,False,False
34,31.456462792179213,7.09124354284142,1.0,False,False,False,False
35,31.243776124066123,7.089532086516842,1.0,False,False,False,False
36,30.976865442933665,7.087293511004688,1.0,False,False,False,False
37,31.2763221019823,7.090894318714975,1.0,False,False,False,False
38,31.18771837121562,7.080306648648767,1.0,False,False,False,False
